class,quantity,n,mean,std,frac_pos,max_abs
ALL,R_b,1152000,5.647795756960e-10,3.753171747701e-08,4.896197916667e-01,3.296881914139e-07
ALL,R_r,1152000,4.336964388319e-10,5.899853819094e-08,5.140173611111e-01,3.390014171600e-07
ALL,Rc1_b,1152000,-4.472520026234e-09,3.939232268654e-08,3.082630208333e-01,3.576278686523e-07
ALL,Rc1_r,1152000,-6.050311469171e-09,6.171697309555e-08,2.307708333333e-01,3.576278686523e-07
ALL,Req_b,1152000,5.036961257199e-09,1.307987241939e-08,4.146076388889e-01,7.823109626770e-08
ALL,Req_r,1152000,6.483801968059e-09,1.869257748125e-08,5.366918402778e-01,8.940696716309e-08
ALL,Rrec_b,1152000,3.383447312361e-13,2.640801085916e-10,3.185972222222e-01,8.672941476107e-09
ALL,Rrec_r,1152000,2.059399443660e-13,2.673201652318e-10,1.509583333333e-01,8.280039764941e-09
ALL,cc,1152000,3.708263205808e-02,1.528689983867e-01,9.366666666667e-01,9.635267853737e-01
ALL,dacc_b,1152000,1.338629521160e-11,3.861095930570e-08,4.978038194444e-01,3.036111593246e-07
ALL,dacc_r,1152000,-8.540625320145e-11,5.949053896044e-08,4.969036458333e-01,3.427267074585e-07
ALL,net_b,1152000,5.781658709076e-10,4.518212465735e-05,4.861996527778e-01,1.780688762665e-04
ALL,net_r,1152000,3.482901856305e-10,4.564204862102e-05,4.768394097222e-01,1.846551895142e-04
cc==0,R_b,72960,9.561633618987e-09,1.382247185950e-08,6.437088815789e-01,7.078051567078e-08
cc==0,R_r,72960,6.208087336209e-09,1.292312323664e-08,4.430372807018e-01,7.636845111847e-08
cc==0,Rc1_b,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rc1_r,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Req_b,72960,9.561633618987e-09,1.382247185950e-08,6.437088815789e-01,7.078051567078e-08
cc==0,Req_r,72960,6.208087336209e-09,1.292312323664e-08,4.430372807018e-01,7.636845111847e-08
cc==0,Rrec_b,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rrec_r,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,cc,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,dacc_b,72960,-3.099853742185e-10,5.076795267803e-08,4.909950657895e-01,2.719461917877e-07
cc==0,dacc_r,72960,-2.716398023207e-10,4.817456197899e-08,4.938322368421e-01,2.682209014893e-07
cc==0,net_b,72960,-4.097009589522e-06,8.724277619670e-06,2.977384868421e-01,3.135204315186e-05
cc==0,net_r,72960,2.144124951062e-06,8.294253751544e-06,5.950520833333e-01,2.793595194817e-05
cc>0,R_b,1079040,-4.354863363687e-11,3.853716970632e-08,4.792009564057e-01,3.296881914139e-07
cc>0,R_r,1079040,4.325719666051e-11,6.084806212797e-08,5.188167259786e-01,3.390014171600e-07
cc>0,Rc1_b,1079040,-4.774932412350e-09,4.068456746405e-08,3.291064279359e-01,3.576278686523e-07
cc>0,Rc1_r,1079040,-6.459407262460e-09,6.374864127593e-08,2.463745551601e-01,3.576278686523e-07
cc>0,Req_b,1079040,4.731022556580e-09,1.297129093846e-08,3.991168075326e-01,7.823109626770e-08
cc>0,Req_r,1079040,6.502444594412e-09,1.901947481834e-08,5.430243549822e-01,8.940696716309e-08
cc>0,Rrec_b,1079040,3.612221329923e-13,2.728620472169e-10,3.401393831554e-01,8.672941476107e-09
cc>0,Rrec_r,1079040,2.198647092876e-13,2.762098611703e-10,1.611654804270e-01,8.280039764941e-09
cc>0,cc,1079040,3.958999863852e-02,1.576380971104e-01,1.000000000000e+00,9.635267853737e-01
cc>0,dacc_b,1079040,3.525128353606e-11,3.764742868032e-08,4.982641978055e-01,3.036111593246e-07
cc>0,dacc_r,1079040,-7.281394916848e-11,6.017890244611e-08,4.971113211744e-01,3.427267074585e-07
cc>0,net_b,1079040,2.776392596519e-07,4.661650100159e-05,4.989425785884e-01,1.780688762665e-04
