class,quantity,n,mean,std,frac_pos,max_abs
ALL,R_b,1152000,-4.174673444931e-10,4.343103593464e-08,4.794930555556e-01,3.185123205185e-07
ALL,R_r,1152000,-1.318358560874e-10,6.238850974033e-08,5.183046875000e-01,3.241002559662e-07
ALL,Rc1_b,1152000,-5.430100266964e-09,4.576813168093e-08,3.254756944444e-01,2.682209014893e-07
ALL,Rc1_r,1152000,-6.651788386328e-09,6.532236639272e-08,2.482595486111e-01,3.427267074585e-07
ALL,Req_b,1152000,5.012801820666e-09,1.308448043821e-08,4.143871527778e-01,8.381903171539e-08
ALL,Req_r,1152000,6.519624043056e-09,1.865268353095e-08,5.376501736111e-01,8.754432201385e-08
ALL,Rrec_b,1152000,-1.688981947050e-13,2.640905742050e-10,3.185112847222e-01,8.265487849712e-09
ALL,Rrec_r,1152000,3.284871843751e-13,2.689914636610e-10,1.509236111111e-01,9.080395102501e-09
ALL,cc,1152000,3.708250593904e-02,1.528690510352e-01,9.366666666667e-01,9.635638594627e-01
ALL,dacc_b,1152000,-6.038232639600e-10,3.949997102592e-08,4.972960069444e-01,3.110617399216e-07
ALL,dacc_r,1152000,-8.679012192593e-10,6.060628469497e-08,4.939539930556e-01,3.315508365631e-07
ALL,net_b,1152000,-1.021290608453e-09,4.504333036676e-05,4.829401041667e-01,1.780688762665e-04
ALL,net_r,1152000,-9.997370753467e-10,4.550374086589e-05,4.762725694444e-01,1.845359802246e-04
cc==0,R_b,72960,-6.533507426163e-10,5.754242184457e-08,4.985882675439e-01,3.110617399216e-07
cc==0,R_r,72960,6.401985616097e-10,4.976026487579e-08,5.150493421053e-01,3.073364496231e-07
cc==0,Rc1_b,72960,-1.019932964692e-08,5.961549156948e-08,2.733826754386e-01,2.682209014893e-07
cc==0,Rc1_r,72960,-5.613818193152e-09,5.151076304165e-08,2.790707236842e-01,2.682209014893e-07
cc==0,Req_b,72960,9.545978904307e-09,1.379061472838e-08,6.537554824561e-01,7.078051567078e-08
cc==0,Req_r,72960,6.254016754762e-09,1.300235138034e-08,4.409128289474e-01,7.636845111847e-08
cc==0,Rrec_b,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rrec_r,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,cc,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,dacc_b,72960,-1.701701987055e-09,5.121384304628e-08,4.856085526316e-01,2.998858690262e-07
cc==0,dacc_r,72960,-1.330004252324e-09,4.893518846364e-08,4.965597587719e-01,2.980232238770e-07
