class,quantity,n,mean,std,frac_pos,max_abs
ALL,R_b,1152000,-7.262950446261e-17,2.293858485461e-16,4.700104166667e-01,1.443289932013e-15
ALL,R_r,1152000,-9.468004910180e-17,3.320895952274e-16,3.679218750000e-01,1.554312234475e-15
ALL,Rc1_b,1152000,-4.992160096068e-09,1.357081939891e-08,5.507395833333e-01,7.636845233971e-08
ALL,Rc1_r,1152000,-6.479748461136e-09,2.032288778703e-08,4.342864583333e-01,8.940696849535e-08
ALL,Req_b,1152000,4.992160023439e-09,1.357081919895e-08,4.201666666667e-01,7.636845111847e-08
ALL,Req_r,1152000,6.479748366456e-09,2.032288748542e-08,5.381145833333e-01,8.940696716309e-08
ALL,Rrec_b,1152000,-7.940933880509e-26,3.116986733084e-23,0.000000000000e+00,1.355252715607e-20
ALL,Rrec_r,1152000,-7.058607893786e-26,3.092918959901e-23,0.000000000000e+00,1.355252715607e-20
ALL,cc,1152000,3.708218288349e-02,1.528748904123e-01,9.366666666667e-01,9.638913273811e-01
ALL,dacc_b,1152000,-6.476394871170e-20,5.365185423794e-17,2.130659722222e-01,6.661338147751e-16
ALL,dacc_r,1152000,-2.545514974316e-19,8.866530569956e-17,1.728307291667e-01,6.661338147751e-16
ALL,net_b,1152000,1.681101717092e-11,4.397840800039e-05,4.876354166667e-01,1.778900623322e-04
ALL,net_r,1152000,-1.165435821182e-10,4.445206057315e-05,4.826302083333e-01,1.838803291321e-04
cc==0,R_b,72960,-1.231112165910e-16,3.450140172849e-16,3.640625000000e-01,1.443289932013e-15
cc==0,R_r,72960,-8.307734074263e-17,3.007589413573e-16,4.682565789474e-01,1.443289932013e-15
cc==0,Rc1_b,72960,-9.572002266068e-09,1.460232391751e-08,3.347039473684e-01,6.891787174279e-08
cc==0,Rc1_r,72960,-6.604014508944e-09,1.438005553241e-08,5.097861842105e-01,8.381903271459e-08
cc==0,Req_b,72960,9.572002142957e-09,1.460232372021e-08,6.347039473684e-01,6.891787052155e-08
cc==0,Req_r,72960,6.604014425867e-09,1.438005534507e-08,4.570723684211e-01,8.381903171539e-08
cc==0,Rrec_b,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rrec_r,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,cc,72960,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,dacc_b,72960,2.009743185769e-18,7.451695709158e-17,2.462719298246e-01,6.661338147751e-16
cc==0,dacc_r,72960,-1.943133097016e-19,8.097293754721e-17,2.039199561404e-01,4.440892098501e-16
cc==0,net_b,72960,-4.062980483498e-06,8.906681208388e-06,3.052631578947e-01,3.939867019653e-05
cc==0,net_r,72960,2.108248857602e-06,8.438465807839e-06,5.935032894737e-01,2.820044755936e-05
cc>0,R_b,1079040,-6.921615026176e-17,2.189591025559e-16,4.771741548043e-01,1.443289932013e-15
cc>0,R_r,1079040,-9.546457386629e-17,3.340874654722e-16,3.611376779359e-01,1.554312234475e-15
cc>0,Rc1_b,1079040,-4.682491052545e-09,1.344202547492e-08,5.653469750890e-01,7.636845233971e-08
cc>0,Rc1_r,1079040,-6.471346130501e-09,2.066308993051e-08,4.291814946619e-01,8.940696849535e-08
cc>0,Req_b,1079040,4.682490983329e-09,1.344202527513e-08,4.056605871886e-01,7.636845111847e-08
cc>0,Req_r,1079040,6.471346035037e-09,2.066308962261e-08,5.435943060498e-01,8.940696716309e-08
cc>0,Rrec_b,1079040,-8.477865352857e-26,3.220641063231e-23,0.000000000000e+00,1.355252715607e-20
cc>0,Rrec_r,1079040,-7.535880313650e-26,3.195773062980e-23,0.000000000000e+00,1.355252715607e-20
cc>0,cc,1079040,3.958951909269e-02,1.576442048490e-01,1.000000000000e+00,9.638913273811e-01
cc>0,dacc_b,1079040,-2.050331143883e-19,5.193639626260e-17,2.108207295374e-01,4.440892098501e-16
cc>0,dacc_r,1079040,-2.586245421536e-19,8.916147814824e-17,1.707286106168e-01,6.661338147751e-16
cc>0,net_b,1079040,2.747390480129e-07,4.536871489878e-05,4.999666370107e-01,1.778900623322e-04
cc>0,net_r,1079040,-1.426750582529e-07,4.587436776952e-05,4.751334519573e-01,1.838803291321e-04
ccpos/mixed/nonwall,R_b,79038,-9.728130793581e-17,2.456484810802e-16,2.473999848174e-01,1.443289932013e-15
ccpos/mixed/nonwall,R_r,79038,-1.177601841247e-16,2.906907141282e-16,2.464890305929e-01,1.443289932013e-15
ccpos/mixed/nonwall,Rc1_b,79038,-6.566779334266e-09,1.444123382381e-08,2.439839064754e-01,7.636845233971e-08
ccpos/mixed/nonwall,Rc1_r,79038,-8.017801434060e-09,1.745313226843e-08,2.653913307523e-01,8.009374274920e-08
ccpos/mixed/nonwall,Req_b,79038,6.566779236985e-09,1.444123360731e-08,7.260305169665e-01,7.636845111847e-08
ccpos/mixed/nonwall,Req_r,79038,8.017801316300e-09,1.745313200986e-08,7.062931754346e-01,8.009374141693e-08
ccpos/mixed/nonwall,Rrec_b,79038,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
ccpos/mixed/nonwall,Rrec_r,79038,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
ccpos/mixed/nonwall,cc,79038,4.872340742549e-01,3.131074411727e-01,1.000000000000e+00,9.638913273811e-01
ccpos/mixed/nonwall,dacc_b,79038,-5.883432466605e-20,5.593032668045e-17,2.220324400921e-01,3.330669073875e-16
ccpos/mixed/nonwall,dacc_r,79038,5.511681689560e-19,7.311620711558e-17,2.043320934234e-01,4.440892098501e-16
ccpos/mixed/nonwall,net_b,79038,3.437839993607e-05,4.403182991685e-05,7.408335231155e-01,1.778900623322e-04
ccpos/mixed/nonwall,net_r,79038,-3.863711997042e-05,4.559090975978e-05,1.234342974266e-01,1.838803291321e-04
ccpos/mixed/wall,R_b,2880,-8.615793264018e-17,2.696210235306e-16,2.895833333333e-01,1.110223024625e-15
ccpos/mixed/wall,R_r,2880,-1.319546324060e-16,2.675421050045e-16,2.645833333333e-01,1.110223024625e-15
ccpos/mixed/wall,Rc1_b,2880,-6.604629344473e-09,1.522909214162e-08,2.729166666667e-01,6.332993618408e-08
ccpos/mixed/wall,Rc1_r,2880,-8.589510627419e-09,1.490635360025e-08,2.625000000000e-01,5.774200040332e-08
ccpos/mixed/wall,Req_b,2880,6.604629258315e-09,1.522909191285e-08,6.958333333333e-01,6.332993507385e-08
ccpos/mixed/wall,Req_r,2880,8.589510495464e-09,1.490635337769e-08,7.208333333333e-01,5.774199962616e-08
ccpos/mixed/wall,Rrec_b,2880,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
ccpos/mixed/wall,Rrec_r,2880,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
ccpos/mixed/wall,cc,2880,7.782092521588e-01,1.388902187246e-01,1.000000000000e+00,8.780198097229e-01
ccpos/mixed/wall,dacc_b,2880,1.975657292085e-18,6.524940053741e-17,1.972222222222e-01,2.220446049250e-16
ccpos/mixed/wall,dacc_r,2880,-2.332239339924e-18,5.996261064301e-17,2.236111111111e-01,3.330669073875e-16
ccpos/mixed/wall,net_b,2880,1.750877127051e-05,6.229141925039e-06,1.000000000000e+00,3.254413604736e-05
